Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
518354,22435,SET OF 9 HEART SHAPED BALLOONS,24,8/6/2010 14:52,1.25,13199,United Kingdom
520502,21519,GIN & TONIC DIET GREETING CARD ,12,8/26/2010 12:38,0.42,14085,United Kingdom
520526,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,24,8/26/2010 14:45,2.55,13889,United Kingdom
517977,22394,PAPERWEIGHT KINGS CHOICE ,2,8/3/2010 14:23,2.55,16938,United Kingdom
520212,21770,OPEN CLOSED METAL SIGN,1,8/24/2010 17:21,4.95,16033,United Kingdom
520347,47570B,TEA TIME TABLE CLOTH,2,8/25/2010 13:10,10.65,17146,United Kingdom
518730,22499,WOODEN UNION JACK BUNTING,3,8/11/2010 11:35,5.95,13097,United Kingdom
519407,21058,PARTY INVITES WOODLAND,12,8/17/2010 9:47,0.85,15498,United Kingdom
518798,21866,UNION JACK FLAG LUGGAGE TAG,12,8/12/2010 10:12,1.25,16650,United Kingdom
520712,22111,SCOTTIE DOG HOT WATER BOTTLE,3,8/29/2010 13:48,4.95,13059,United Kingdom
520849,21768,WALL MOUNTED VINTAGE ORGANISER,1,8/31/2010 12:57,14.95,13863,United Kingdom
518393,21232,STRAWBERRY CERAMIC TRINKET BOX,10,8/8/2010 12:31,1.25,17085,United Kingdom
518757,22585,PACK OF 6 BIRDY GIFT TAGS,12,8/11/2010 13:07,1.25,17675,United Kingdom
520731,82484,WOOD BLACK BOARD ANT WHITE FINISH,1,8/29/2010 15:57,6.45,15555,United Kingdom
519666,20727,LUNCH BAG  BLACK SKULL.,20,8/19/2010 12:16,1.65,12976,United Kingdom
519785,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,8/20/2010 11:57,1.65,18286,United Kingdom
518708,84836,ZINC METAL HEART DECORATION,3,8/11/2010 10:51,1.25,14693,United Kingdom
518230,22158,3 HEARTS HANGING DECORATION RUSTIC,8,8/5/2010 15:14,2.95,14395,United Kingdom
519391,47570B,TEA TIME TABLE CLOTH,2,8/16/2010 14:46,10.65,13050,United Kingdom
520703,20972,PINK CREAM FELT CRAFT TRINKET BOX ,24,8/29/2010 11:47,1.25,15074,United Kingdom
520672,21983,PACK OF 12 BLUE PAISLEY TISSUES ,12,8/27/2010 14:09,0.29,17270,United Kingdom
518748,85127,SMALL SQUARE CUT GLASS CANDLESTICK,3,8/11/2010 12:19,4.95,14700,United Kingdom
520182,22582,PACK OF 6 SWEETIE GIFT BOXES,12,8/24/2010 13:59,2.55,16422,United Kingdom
519177,84997B,RED 3 PIECE MINI DOTS CUTLERY SET,2,8/13/2010 14:40,3.75,17589,United Kingdom
517843,22222,CAKE PLATE LOVEBIRD WHITE,3,8/2/2010 12:52,4.95,13856,United Kingdom
519194,22130,PARTY CONE CHRISTMAS DECORATION ,24,8/13/2010 17:13,0.85,16345,United Kingdom
517909,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,6,8/3/2010 10:26,4.95,18260,United Kingdom
519401,21066,VINTAGE RED MUG,36,8/16/2010 16:54,0.38,13564,United Kingdom
519177,21291,SMALL SPOTTY CHOCOLATE GIFT BAG ,16,8/13/2010 14:40,0.85,17589,United Kingdom
517749,21217,RED SPOTTY ROUND CAKE TINS,2,8/2/2010 9:38,9.95,15200,United Kingdom
520407,17091J,VANILLA INCENSE IN TIN,36,8/26/2010 9:31,0.38,14215,United Kingdom
519198,22554,PLASTERS IN TIN WOODLAND ANIMALS,2,8/15/2010 10:28,1.65,16104,United Kingdom
520023,21928,JUMBO BAG SCANDINAVIAN PAISLEY,10,8/23/2010 12:27,1.95,13999,United Kingdom
518388,35001G,HAND OPEN SHAPE GOLD,4,8/8/2010 12:18,4.25,15774,United Kingdom
519177,82482,WOODEN PICTURE FRAME WHITE FINISH,6,8/13/2010 14:40,2.55,17589,United Kingdom
520426,85096,HILDA CANDY SPOT RABBIT,6,8/26/2010 10:45,3.75,14268,United Kingdom
518410,84970S,HANGING HEART ZINC T-LIGHT HOLDER,24,8/8/2010 14:41,0.85,14837,United Kingdom
517746,22169,FAMILY ALBUM WHITE PICTURE FRAME,4,8/2/2010 9:14,8.5,17049,United Kingdom
518411,22277,COSMETIC BAG VINTAGE ROSE PAISLEY,1,8/8/2010 14:51,2.1,14575,United Kingdom
520820,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,48,8/31/2010 11:55,0.65,13089,United Kingdom
520815,22400,MAGNETS PACK OF 4 HOME SWEET HOME,1,8/31/2010 11:40,1.25,15910,United Kingdom
520191,22699,ROSES REGENCY TEACUP AND SAUCER ,6,8/24/2010 14:45,2.95,17742,United Kingdom
520672,84879,ASSORTED COLOUR BIRD ORNAMENT,8,8/27/2010 14:09,1.69,17270,United Kingdom
518230,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,8/5/2010 15:14,7.95,14395,United Kingdom
518901,47570B,TEA TIME TABLE CLOTH,2,8/12/2010 14:13,10.65,17243,United Kingdom
518227,21754,HOME BUILDING BLOCK WORD,1,8/5/2010 14:57,5.95,15271,United Kingdom
520198,22384,LUNCH BAG PINK RETROSPOT,10,8/24/2010 15:15,1.65,17706,United Kingdom
518115,18098C,PORCELAIN BUTTERFLY OIL BURNER,1,8/4/2010 14:41,2.95,12748,United Kingdom
519558,22554,PLASTERS IN TIN WOODLAND ANIMALS,6,8/18/2010 11:16,1.65,14057,United Kingdom
519606,21931,JUMBO STORAGE BAG SUKI,100,8/18/2010 16:18,1.65,16180,United Kingdom
517822,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,8/2/2010 12:30,0.65,17422,United Kingdom
519227,21801,CHRISTMAS TREE DECORATION WITH BELL,36,8/15/2010 12:37,0.42,15789,United Kingdom
517900,21411,GINGHAM HEART  DOORSTOP RED,3,8/3/2010 9:14,4.25,16784,United Kingdom
517737,20725,LUNCH BAG RED SPOTTY,10,8/1/2010 14:25,1.65,13766,United Kingdom
520754,21972,SET OF 36 DINOSAUR PAPER DOILIES,12,8/31/2010 11:14,1.45,15981,United Kingdom
520052,71101E,STANDING FAIRY POLE SUPPORT ,24,8/23/2010 14:58,0.85,12997,United Kingdom
518148,22242,"HOOK, 5 HANGER , MAGIC TOADSTOOL",2,8/4/2010 16:38,1.65,16334,United Kingdom
520654,85232B,SET OF 3 BABUSHKA STACKING TINS,3,8/27/2010 12:32,4.95,15358,United Kingdom
519216,21823,PAINTED METAL HEART WITH HOLLY BELL,12,8/15/2010 11:50,1.45,15641,United Kingdom
520815,22396,MAGNETS PACK OF 4 RETRO PHOTO,1,8/31/2010 11:40,1.25,15910,United Kingdom
519475,22422,TOOTHPASTE TUBE PEN,24,8/17/2010 12:30,0.65,16019,United Kingdom
519396,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,8,8/16/2010 15:36,3.75,15039,United Kingdom
519401,85049H,URBAN BLACK RIBBONS ,24,8/16/2010 16:54,0.42,13564,United Kingdom
518481,21934,SKULL SHOULDER BAG,6,8/9/2010 12:22,1.65,17841,United Kingdom
518270,84992,72 SWEETHEART FAIRY CAKE CASES,1,8/5/2010 20:03,0.55,16549,United Kingdom
518133,22178,VICTORIAN GLASS HANGING T-LIGHT,12,8/4/2010 14:50,1.25,13319,United Kingdom
518730,22023,EMPIRE BIRTHDAY CARD,12,8/11/2010 11:35,0.42,13097,United Kingdom
517960,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,8/3/2010 12:32,1.95,14841,United Kingdom
518015,47580,TEA TIME DES TEA COSY,6,8/4/2010 10:52,2.55,15095,United Kingdom
518148,22595,CHRISTMAS GINGHAM HEART,3,8/4/2010 16:38,0.85,16334,United Kingdom
520050,22516,CHILDS GARDEN RAKE BLUE,2,8/23/2010 14:52,2.1,13611,United Kingdom
518076,21830,ASSORTED CREEPY CRAWLIES,24,8/4/2010 13:42,0.42,15456,United Kingdom
518486,21174,POTTERING IN THE SHED METAL SIGN,12,8/9/2010 12:28,1.95,13989,United Kingdom
518556,84212,"ASSORTED FLOWER COLOUR ""LEIS""",24,8/10/2010 9:50,0.65,15805,United Kingdom
517963,22623,BOX OF VINTAGE JIGSAW BLOCKS ,3,8/3/2010 12:49,4.95,14001,United Kingdom
519462,85123A,WHITE HANGING HEART T-LIGHT HOLDER,64,8/17/2010 11:21,2.55,17511,United Kingdom
518012,22691,DOORMAT WELCOME SUNRISE,10,8/4/2010 10:34,6.35,15981,United Kingdom
519177,22460,EMBOSSED GLASS TEALIGHT HOLDER,27,8/13/2010 14:40,1.25,17589,United Kingdom
520059,21558,SKULL LUNCH BOX WITH CUTLERY ,2,8/23/2010 15:44,2.55,15003,United Kingdom
519497,22371,AIRLINE BAG VINTAGE TOKYO 78,2,8/17/2010 14:09,6.35,14047,United Kingdom
518852,85232B,SET OF 3 BABUSHKA STACKING TINS,1,8/12/2010 12:25,4.95,17377,United Kingdom
519786,84832,ZINC WILLIE WINKIE  CANDLE STICK,12,8/20/2010 12:00,0.85,13117,United Kingdom
520654,84247L,FAWN AND MUSHROOM GREETING CARD,12,8/27/2010 12:32,0.42,15358,United Kingdom
520507,37330,SPOTS MUG,12,8/26/2010 12:56,1.95,17696,United Kingdom
519691,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,1,8/19/2010 13:32,0.85,17841,United Kingdom
518270,21733,RED HANGING HEART T-LIGHT HOLDER,2,8/5/2010 20:03,2.95,16549,United Kingdom
519218,21710,FOLDING UMBRELLA  PINK/WHITE  SPOT,1,8/15/2010 11:55,4.95,17248,United Kingdom
519407,21982,PACK OF 12 SUKI TISSUES ,48,8/17/2010 9:47,0.29,15498,United Kingdom
518009,48194,DOORMAT HEARTS,2,8/4/2010 9:58,7.49,13468,United Kingdom
518790,85042,ANTIQUE LILY FAIRY LIGHTS,4,8/12/2010 9:41,4.95,17612,United Kingdom
520324,21523,DOORMAT FANCY FONT HOME SWEET HOME,2,8/25/2010 12:18,7.49,14334,United Kingdom
517760,21561,DINOSAUR LUNCH BOX WITH CUTLERY,1,8/2/2010 10:42,2.55,17068,United Kingdom
518385,22087,PAPER BUNTING WHITE LACE,40,8/8/2010 11:40,2.55,16525,United Kingdom
C518498,22189,CREAM HEART CARD HOLDER,-4,8/9/2010 12:38,3.95,14217,United Kingdom
520071,47422,ASSORTED MONKEY SUCTION CUP HOOK,96,8/24/2010 8:21,0.36,14298,United Kingdom
520041,22083,PAPER CHAIN KIT RETRO SPOT,6,8/23/2010 14:12,2.95,13081,United Kingdom
519864,20819,SILVER TEDDY BEAR,1,8/20/2010 15:32,3.75,16401,United Kingdom
518360,84879,ASSORTED COLOUR BIRD ORNAMENT,160,8/6/2010 16:11,1.69,15061,United Kingdom
519686,22618,COOKING SET RETROSPOT,1,8/19/2010 13:04,9.95,18283,United Kingdom
517859,21385,IVORY HANGING DECORATION  HEART,24,8/2/2010 14:02,0.85,13357,United Kingdom
517864,84795B,SUNSET CHECK HAMMOCK,2,8/2/2010 14:16,7.95,14194,United Kingdom
518948,22169,FAMILY ALBUM WHITE PICTURE FRAME,2,8/12/2010 15:01,8.5,15874,United Kingdom
518451,22423,REGENCY CAKESTAND 3 TIER,1,8/9/2010 11:27,12.75,16180,United Kingdom
517957,21445,12 PINK ROSE PEG PLACE SETTINGS,24,8/3/2010 12:05,1.25,14606,United Kingdom
518410,21174,POTTERING IN THE SHED METAL SIGN,12,8/8/2010 14:41,1.95,14837,United Kingdom
C520205,22465,HANGING METAL STAR LANTERN,-96,8/24/2010 16:11,1.45,17133,United Kingdom
519934,22714,CARD BIRTHDAY COWBOY,12,8/22/2010 16:08,0.42,16770,United Kingdom
519262,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,8/16/2010 8:49,1.25,16186,United Kingdom
519607,90210A,GREY ACRYLIC FACETED BANGLE,1,8/18/2010 16:21,2.95,14505,United Kingdom
519689,22694,WICKER STAR ,6,8/19/2010 13:06,2.1,14283,United Kingdom
520361,90143,SILVER BRACELET W PASTEL FLOWER,1,8/25/2010 13:44,7.5,13548,United Kingdom
517743,22058,CERAMIC LOVE HEARTS DESIGN MUG,1,8/1/2010 15:51,1.49,17984,United Kingdom
518201,18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,6,8/5/2010 11:30,2.55,17156,United Kingdom
520815,22090,PAPER BUNTING RETRO SPOTS,1,8/31/2010 11:40,2.95,15910,United Kingdom
518414,20898,VINTAGE NOTEBOOK TRAVELOGUE,1,8/8/2010 15:53,2.95,17393,United Kingdom
520405,22691,DOORMAT WELCOME SUNRISE,2,8/25/2010 17:27,7.49,17338,United Kingdom
519001,22644,CERAMIC CHERRY CAKE MONEY BANK,4,8/12/2010 18:11,1.45,18168,United Kingdom
517728,21713,CITRONELLA CANDLE FLOWERPOT,2,8/1/2010 13:21,2.1,13598,United Kingdom
520426,22698,PINK REGENCY TEACUP AND SAUCER,6,8/26/2010 10:45,2.95,14268,United Kingdom
517971,21156,RETROSPOT CHILDRENS APRON,2,8/3/2010 13:18,1.95,15727,United Kingdom
519564,22594,CHRISTMAS GINGHAM TREE,24,8/18/2010 11:38,0.85,15310,United Kingdom
518481,21755,LOVE BUILDING BLOCK WORD,3,8/9/2010 12:22,5.95,17841,United Kingdom
518391,22469,HEART OF WICKER SMALL,10,8/8/2010 12:24,1.65,16939,United Kingdom
518948,16161P,WRAP ENGLISH ROSE ,25,8/12/2010 15:01,0.42,15874,United Kingdom
518480,21239,PINK  SPOTTY CUP,4,8/9/2010 12:21,0.85,16470,United Kingdom
519179,22502,PICNIC BASKET WICKER SMALL,1,8/13/2010 14:43,4.25,17238,United Kingdom
520398,82580,BATHROOM METAL SIGN,3,8/25/2010 16:11,0.55,13713,United Kingdom
520041,20671,BLUE TEATIME PRINT BOWL ,24,8/23/2010 14:12,1.25,13081,United Kingdom
520726,22636,CHILDS BREAKFAST SET CIRCUS PARADE,2,8/29/2010 15:43,8.5,17442,United Kingdom
C517898,22138,BAKING SET 9 PIECE RETROSPOT ,-1,8/3/2010 9:11,4.95,16054,United Kingdom
520390,35095B,RED VICTORIAN FABRIC OVAL BOX,6,8/25/2010 15:31,0.42,18196,United Kingdom
519978,21671,RED SPOT CERAMIC DRAWER KNOB,6,8/23/2010 11:22,1.25,17865,United Kingdom
519213,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,8/15/2010 11:24,2.95,17377,United Kingdom
518500,21668,RED STRIPE CERAMIC DRAWER KNOB,2,8/9/2010 12:51,1.25,17137,United Kingdom
517719,21906,PHARMACIE FIRST AID TIN,1,8/1/2010 12:02,6.75,17931,United Kingdom
520344,82567,"AIRLINE LOUNGE,METAL SIGN",2,8/25/2010 13:05,2.1,13680,United Kingdom
519231,22432,WATERING CAN PINK BUNNY,2,8/15/2010 13:05,1.95,17372,United Kingdom
518159,21564,PINK  HEART SHAPE LOVE BUCKET ,6,8/5/2010 10:38,2.95,13239,United Kingdom
519896,85042,ANTIQUE LILY FAIRY LIGHTS,24,8/22/2010 13:09,4.25,13317,United Kingdom
520815,21439,BASKET OF TOADSTOOLS,1,8/31/2010 11:40,1.25,15910,United Kingdom
519804,21078,SET/20 STRAWBERRY PAPER NAPKINS ,1,8/20/2010 12:31,0.85,16332,United Kingdom
518880,22627,MINT KITCHEN SCALES,2,8/12/2010 13:11,8.5,17623,United Kingdom
517946,21162,TOXIC AREA  DOOR HANGER ,2,8/3/2010 11:32,1.45,17673,United Kingdom
518945,21914,BLUE HARMONICA IN BOX ,12,8/12/2010 14:57,1.25,15365,United Kingdom
519407,21498,RED SPOTS  WRAP ,25,8/17/2010 9:47,0.42,15498,United Kingdom
518151,21137,BLACK RECORD COVER FRAME,24,8/5/2010 8:44,3.39,15587,United Kingdom
519939,20974,12 PENCILS SMALL TUBE SKULL,24,8/23/2010 9:48,0.65,14565,United Kingdom
520539,21918,SET 12 KIDS COLOUR  CHALK STICKS,6,8/26/2010 16:00,0.42,14544,United Kingdom
518133,22382,LUNCH BAG SPACEBOY DESIGN ,10,8/4/2010 14:50,1.65,13319,United Kingdom
518562,21239,PINK  SPOTTY CUP,8,8/10/2010 10:29,0.85,13476,United Kingdom
519891,21533,RETRO SPOT LARGE MILK JUG,3,8/22/2010 12:52,4.95,14869,United Kingdom
517994,22695,WICKER WREATH SMALL,12,8/3/2010 16:08,1.45,15822,United Kingdom
519586,22712,CARD DOLLY GIRL ,12,8/18/2010 13:58,0.42,15764,United Kingdom
518387,22689,DOORMAT MERRY CHRISTMAS RED ,2,8/8/2010 12:16,7.49,13857,United Kingdom
520324,20984,12 PENCILS TALL TUBE POSY,12,8/25/2010 12:18,0.85,14334,United Kingdom
519573,82551,LAUNDRY 15C METAL SIGN,12,8/18/2010 12:39,1.25,18065,United Kingdom
519938,22623,BOX OF VINTAGE JIGSAW BLOCKS ,3,8/23/2010 9:23,4.95,15260,United Kingdom
520516,22689,DOORMAT MERRY CHRISTMAS RED ,5,8/26/2010 13:52,7.49,16242,United Kingdom
520410,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,12,8/26/2010 9:34,0.85,16271,United Kingdom
518004,22551,PLASTERS IN TIN SPACEBOY,12,8/4/2010 8:41,1.65,15363,United Kingdom
520066,21931,JUMBO STORAGE BAG SUKI,100,8/23/2010 16:19,1.65,15043,United Kingdom
520063,85099F,JUMBO BAG STRAWBERRY,100,8/23/2010 16:02,1.65,13798,United Kingdom
518280,21059,PARTY INVITES DINOSAURS,12,8/6/2010 10:24,0.85,14329,United Kingdom
520419,22678,"FRENCH BLUE METAL DOOR SIGN, 3",10,8/26/2010 9:52,1.25,14210,United Kingdom
519728,21166,COOK WITH WINE METAL SIGN ,12,8/19/2010 18:13,1.95,16743,United Kingdom
519407,21495,SKULLS AND CROSSBONES WRAP,25,8/17/2010 9:47,0.42,15498,United Kingdom
519731,85099C,JUMBO  BAG BAROQUE BLACK WHITE,11,8/19/2010 19:50,1.95,13542,United Kingdom
520724,20664,TROPICAL HOLIDAY PURSE ,1,8/29/2010 15:07,2.95,17841,United Kingdom
519241,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,1,8/15/2010 14:01,3.75,14415,United Kingdom
518753,22444,GROW YOUR OWN PLANT IN A CAN ,24,8/11/2010 12:52,1.25,14822,United Kingdom
517896,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,8/3/2010 9:04,2.95,14734,United Kingdom
517859,22114,HOT WATER BOTTLE TEA AND SYMPATHY,2,8/2/2010 14:02,3.95,13357,United Kingdom
519384,22437,SET OF 9 BLACK SKULL BALLOONS,1,8/16/2010 14:12,0.85,18109,United Kingdom
519371,21934,SKULL SHOULDER BAG,3,8/16/2010 13:12,1.65,14606,United Kingdom
519876,21700,BIG DOUGHNUT FRIDGE MAGNETS,12,8/22/2010 10:27,0.85,13004,United Kingdom
520502,85049C,ROMANTIC PINKS RIBBONS ,3,8/26/2010 12:38,1.25,14085,United Kingdom
520664,22236,CAKE STAND 3 TIER MAGIC GARDEN,3,8/27/2010 12:56,12.75,16197,United Kingdom
519239,21807,WHITE CHRISTMAS STAR DECORATION,36,8/15/2010 13:42,0.42,14996,United Kingdom
519904,22652,TRAVEL SEWING KIT,36,8/22/2010 13:28,1.65,16126,United Kingdom
518732,22663,JUMBO BAG DOLLY GIRL DESIGN,10,8/11/2010 11:39,1.95,16632,United Kingdom
518852,20725,LUNCH BAG RED SPOTTY,1,8/12/2010 12:25,1.65,17377,United Kingdom
520337,22384,LUNCH BAG PINK RETROSPOT,3,8/25/2010 12:42,1.65,15950,United Kingdom
519410,84029E,RED WOOLLY HOTTIE WHITE HEART.,16,8/17/2010 10:12,3.75,14541,United Kingdom
520334,22212,FOUR HOOK  WHITE LOVEBIRDS,4,8/25/2010 12:31,2.1,16200,United Kingdom
518665,84970S,HANGING HEART ZINC T-LIGHT HOLDER,24,8/10/2010 14:43,0.85,14478,United Kingdom
519909,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,8/22/2010 13:45,5.95,16456,United Kingdom
518133,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,12,8/4/2010 14:50,1.25,13319,United Kingdom
520509,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,1,8/26/2010 13:09,3.75,12835,United Kingdom
519176,21974,SET OF 36 PAISLEY FLOWER DOILIES,12,8/13/2010 14:35,1.45,14153,United Kingdom
519580,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,12,8/18/2010 13:11,1.45,16675,United Kingdom
520187,84212,"ASSORTED FLOWER COLOUR ""LEIS""",6,8/24/2010 14:23,0.65,17388,United Kingdom
520703,22303,COFFEE MUG APPLES DESIGN,6,8/29/2010 11:47,2.55,15074,United Kingdom
518748,22301,COFFEE MUG CAT + BIRD DESIGN,1,8/11/2010 12:19,2.55,14700,United Kingdom
518243,21829,DINOSAUR KEYRINGS ASSORTED,36,8/5/2010 16:35,0.21,14521,United Kingdom
518404,40018F,CHERRY DESIGN PAPERLANTERNS,2,8/8/2010 13:55,1.95,16115,United Kingdom
520855,22508,DOORSTOP RETROSPOT HEART,1,8/31/2010 13:22,3.75,14527,United Kingdom
520215,22600,CHRISTMAS RETROSPOT STAR WOOD,12,8/25/2010 9:33,0.85,18071,United Kingdom
519688,22417,PACK OF 60 SPACEBOY CAKE CASES,2,8/19/2010 13:06,0.55,17068,United Kingdom
517747,22120,WELCOME  WOODEN BLOCK LETTERS,3,8/2/2010 9:18,9.95,17049,United Kingdom
520537,22077,6 RIBBONS RUSTIC CHARM,3,8/26/2010 15:47,1.65,17576,United Kingdom
519921,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,48,8/22/2010 14:55,0.95,17389,United Kingdom
C517886,21535,RED RETROSPOT SMALL MILK JUG,-2,8/3/2010 8:53,2.55,14388,United Kingdom
518786,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,1,8/11/2010 16:58,3.75,15652,United Kingdom
520213,22066,LOVE HEART TRINKET POT,2,8/24/2010 17:31,1.45,17602,United Kingdom
519502,22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,12,8/17/2010 15:08,1.25,17513,United Kingdom
518663,21231,SWEETHEART CERAMIC TRINKET BOX,2,8/10/2010 14:27,1.25,14044,United Kingdom
520496,21136,PAINTED METAL PEARS ASSORTED,8,8/26/2010 12:10,1.69,16235,United Kingdom
518227,22457,NATURAL SLATE HEART CHALKBOARD ,4,8/5/2010 14:57,2.95,15271,United Kingdom
519708,82581,TOILET METAL SIGN,12,8/19/2010 14:49,0.55,12870,United Kingdom
520207,37370,RETRO COFFEE MUGS ASSORTED,6,8/24/2010 16:14,1.25,15666,United Kingdom
518227,21985,PACK OF 12 HEARTS DESIGN TISSUES ,1,8/5/2010 14:57,0.29,15271,United Kingdom
518663,21071,VINTAGE BILLBOARD DRINK ME MUG,2,8/10/2010 14:27,1.25,14044,United Kingdom
519640,22713,CARD I LOVE LONDON ,216,8/19/2010 10:11,0.36,16684,United Kingdom
519218,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,2,8/15/2010 11:55,0.42,17248,United Kingdom
520530,47591D,PINK FAIRY CAKE CHILDRENS APRON,1,8/26/2010 15:03,1.95,17886,United Kingdom
519724,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,2,8/19/2010 17:06,9.95,17049,United Kingdom
520291,22332,SKULLS PARTY BAG + STICKER SET,8,8/25/2010 11:34,1.65,13654,United Kingdom
519640,21929,JUMBO BAG PINK VINTAGE PAISLEY,200,8/19/2010 10:11,1.65,16684,United Kingdom
519512,85179B,WHITE BITTY LIGHT CHAIN ,2,8/17/2010 16:42,4.65,17293,United Kingdom
517862,21527,RED RETROSPOT TRADITIONAL TEAPOT ,1,8/2/2010 14:11,7.95,14667,United Kingdom
518410,21790,VINTAGE SNAP CARDS,12,8/8/2010 14:41,0.85,14837,United Kingdom
520885,22505,MEMO BOARD COTTAGE DESIGN,1,8/31/2010 16:21,4.95,14040,United Kingdom
517847,22708,WRAP DOLLY GIRL,25,8/2/2010 13:12,0.42,13089,United Kingdom
520727,22719,GUMBALL MONOCHROME COAT RACK,4,8/29/2010 15:45,1.25,16755,United Kingdom
519929,21737,SET 3 WICKER LOG BASKETS,1,8/22/2010 15:39,19.95,17589,United Kingdom
520665,22561,WOODEN SCHOOL COLOURING SET,6,8/27/2010 13:05,1.65,13206,United Kingdom
520212,21159,MOODY BOY  DOOR HANGER ,2,8/24/2010 17:21,1.45,16033,United Kingdom
519005,22309,TEA COSY RED  STRIPE,1,8/12/2010 19:18,2.55,16549,United Kingdom
520350,21901,"KEY FOB , BACK DOOR ",24,8/25/2010 13:27,0.65,16570,United Kingdom
518335,82580,BATHROOM METAL SIGN,25,8/6/2010 13:15,0.55,15856,United Kingdom
517872,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,12,8/2/2010 15:26,2.1,16060,United Kingdom
520317,22675,FRENCH KITCHEN SIGN BLUE METAL,12,8/25/2010 11:47,1.25,14229,United Kingdom
519248,84949,SILVER HANGING T-LIGHT HOLDER,96,8/15/2010 14:50,1.45,13089,United Kingdom
520669,21116,OWL DOORSTOP,3,8/27/2010 13:53,4.95,16870,United Kingdom
519371,82580,BATHROOM METAL SIGN,1,8/16/2010 13:12,0.55,14606,United Kingdom
520407,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,12,8/26/2010 9:31,1.25,14215,United Kingdom
519686,22744,MAKE YOUR OWN MONSOON CARD KIT,1,8/19/2010 13:04,2.95,18283,United Kingdom
520614,20702,PINK PADDED MOBILE,6,8/27/2010 12:04,4.25,15623,United Kingdom
518008,22168,ORGANISER WOOD ANTIQUE WHITE ,2,8/4/2010 9:39,8.5,14225,United Kingdom
519888,21790,VINTAGE SNAP CARDS,3,8/22/2010 12:12,0.85,16814,United Kingdom
519706,51014A,"FEATHER PEN,HOT PINK",96,8/19/2010 14:44,0.85,15903,United Kingdom
519203,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,8/15/2010 10:41,1.95,15898,United Kingdom
519726,21775,DECORATIVE FLORE BATHROOM BOTTLE,12,8/19/2010 17:46,1.25,16299,United Kingdom
520312,22456,NATURAL SLATE CHALKBOARD LARGE ,18,8/25/2010 11:40,4.25,17044,United Kingdom
519507,21704,BAG 250g SWIRLY MARBLES,12,8/17/2010 15:17,0.85,15144,United Kingdom
518253,85199S,SMALL HANGING IVORY/RED WOOD BIRD,10,8/5/2010 17:57,0.42,14064,United Kingdom
519896,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,8/22/2010 13:09,7.95,13317,United Kingdom
520517,84879,ASSORTED COLOUR BIRD ORNAMENT,80,8/26/2010 13:55,1.69,14101,United Kingdom
517740,20728,LUNCH BAG CARS BLUE,2,8/1/2010 15:20,1.65,12862,United Kingdom
520561,16169N,WRAP BLUE RUSSIAN FOLKART,25,8/26/2010 16:46,0.19,14769,United Kingdom
519618,20725,LUNCH BAG RED SPOTTY,10,8/19/2010 9:16,1.65,14852,United Kingdom
518201,21890,S/6 WOODEN SKITTLES IN COTTON BAG,6,8/5/2010 11:30,2.95,17156,United Kingdom
517969,84946,ANTIQUE SILVER TEA GLASS ETCHED,18,8/3/2010 13:07,1.25,13984,United Kingdom
520674,22386,JUMBO BAG PINK WITH WHITE SPOTS,5,8/27/2010 14:20,1.95,17961,United Kingdom
520724,85185B,PINK HORSE SOCK PUPPET,1,8/29/2010 15:07,2.95,17841,United Kingdom
518156,22271,FELTCRAFT DOLL ROSIE,6,8/5/2010 9:30,2.95,13155,United Kingdom
518507,22035,VINTAGE CARAVAN GREETING CARD ,12,8/9/2010 13:28,0.42,13196,United Kingdom
520041,22030,SWALLOWS GREETING CARD,24,8/23/2010 14:12,0.42,13081,United Kingdom
520168,20975,12 PENCILS SMALL TUBE RED SPOTTY,96,8/24/2010 13:01,0.65,16422,United Kingdom
